Unnamed: 0,questions,answers,similarity_score
521,How are charges for the services of inspectors calculated?,The charge to members for service of inspectors is on a straight per diem basis regardless of species and type of inspection.,0.8972828753311937
522,What does NHLA stand for?,NHLA stands for National Hardwood Lumber Association.,0.9805875673124691
523,What is the purpose of an Original Inspection?,The purpose of an Original Inspection is to certify the amount and grade of lumber.,1.0000000000000007
524,What is the Financial Guarantee of the Association?,The Financial Guarantee of the Association applies to inspected lumber that meets certain criteria.,0.9576226218481583
525,When does the Financial Guarantee of the Association apply?,"The Financial Guarantee of the Association applies when the inspected lumber has been strapped, scaled, and the Certificate of Original Inspection has been completed and signed with the relevant notation.",0.9654401193901836
526,What is the role of the National Inspector?,The role of the National Inspector is to conduct the Original Inspection and sign the Certificate of Original Inspection.,0.912246425570757
527,What should the party requesting the inspection do?,The party requesting the inspection should forward a copy of the Certificate of Original Inspection to the other party within three (3) days after receiving it from the inspector.,0.879656110362238
528,What are some situations where the Financial Guarantee does not apply?,"The Financial Guarantee does not apply to special grades, specifications subject to interpretation, specifications requiring lumber to be entirely free of certain characteristics, or specifications requiring lumber to be straight grained.",0.9225289979556377
529,Where should the copy of the Certificate of Original Inspection be delivered?,A copy of the Certificate of Original Inspection should be delivered to the party requesting the inspection and to the office of the Chief Inspector.,0.9458892111799053
530,Who can make an application for an inspection?,An application for an inspection can be made in writing to the Chief Inspector.,0.9310357969572622
531,What types of inspections require a Special Inspection?,Inspections that require special grades or have specific specifications not published in the book require a Special Inspection.,0.8915740388355943
532,What does the Financial Guarantee of the Association apply to?,The Financial Guarantee of the Association does not apply to this type of Special Inspection.,0.9654401193901836
533,What does the National Inspector conducting a special inspection need to note on the Certificate?,"The National Inspector needs to note on the Certificate, 'Special Inspection Not Subject to Association Financial Guarantee.'",0.8776515024365958
534,What types of certifications will Nacional Inspectors not certify to?,"Nacional Inspectors will not certify to recurse, moisture content, degree of dryness, or weight.",0.8591038349049755
535,How is the Certificate marked if the lumber being inspected is green lumber?,The Certificate will be marked accordingly if the lumber being inspected is green lumber.,0.8859788399210942
536,What is required for the Financial Guarantee to apply to lumber that will be kiln dried in transit after the Original Inspection?,"For the Financial Guarantee to apply, the National Inspector must be introduced by the party ordering the inspection to place an identification mark for grade and surface measure on each piece.",0.9445204189268329
537,What happens if the lumber is not placed in the kiln within twenty days after the Original Inspection?,"If the lumber is not placed in the kiln within twenty days after the Original Inspection, the Financial Guarantee is terminated.",0.8773803757659866
538,When should applications for re-impetitian be made if the Original Inspection was made at the point of origin?,Applications for re-impetitian should be made within fourteen days from receipt of the lumber at destination if the Original Inspection was made at the point of origin.,0.9783764176238573
539,When should applications for re-impetitian be made if the Original Inspection was made at the destination?,Applications for re-impetitian should be made within fourteen days from date of Original Inspection if the Original Inspection was made at the destination.,0.9783764176238573
540,What is the responsibility of the party requesting a re-impetitian?,The party requesting a re-impetitian is responsible for preserving the official NHLA seal from each bundle of lumber involved in the Original Inspection.,0.879656110362238
541,Can clinical errors be corrected at the source of the inspection?,"Yes, clinical errors are subject to correction at the source of the inspection without liability on the Association.",0.838648933682081
542,What method did the paper develop?,The paper developed a new method for determination.,0.8949835484848914
543,What is the focus of the paper?,The paper focuses on forestry.,0.9253498273667238
544,What is the importance of the developed method?,The developed method aids in the determination process.,0.902373459702581
545,What was the goal of the paper?,The goal was to develop a new method.,0.92518221447442
546,What field does the paper belong to?,The paper belongs to the field of forestry.,0.8787426600868352
547,What is the main contribution of the paper?,The main contribution is the new method.,0.9115473704554916
548,What did the authors aim to achieve?,The authors aimed to develop a method for determination.,0.92518221447442
549,What is the significance of the new method?,The new method has significant importance in forestry.,0.9227852242263146
550,What does the paper discuss?,The paper discusses the new method developed.,0.9253498273667238
551,What is the potential impact of the new method?,The new method can have a positive impact on forestry practices.,0.9227852242263146
552,What can the seller do if the buyer omits provisions from the formal order?,The seller can supply the omitted provisions.,0.9295067588124741
553,Can the seller amend provisions in the buyer's formal order?,"Yes, the seller can amend provisions in the buyer's formal order.",0.9295067588124741
554,Do the added or amended provisions become part of the contract automatically?,"No, the added or amended provisions need to be specifically accepted by the buyer to become part of the contract.",0.8548045981654138
555,How should the quantity of binder be specified in the order?,The quantity should be specified in feet.,0.8521650379449142
556,How should the seller adjust the contents of shipments under the order?,The seller should adjust the contents to ensure substantial delivery of the specified total.,0.8772115558584873
557,What should the seller do if the order specifies a carded or a given number of cards?,The seller should load the cars substantially to their weight or capacity.,0.8523447789689614
558,Is the prevailing market a determining factor for shipment contracts?,"No, using the prevailing market as a determining factor is seen as a lack of good faith in this trade.",0.8901228957636478
559,What constitutes evidence of delivery at the shipping point?,"A bill of lading showing the buyer as consignee, or properly endorsed by the shipper if to the order of the shipper.",0.8600023598596224
560,Is time of shipment always an essential element of the contract?,"No, it is not always an essential element unless stated in the order.",0.9411782229725917
561,How should the time of shipment be stated if it is an essential element of the contract?,The specific date or dates of shipment should be stated in the order.,0.9411782229725917
562,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
563,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
564,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
565,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
566,What is the scientific name of Virginia pine?,The scientific name of Virginia pine is Pinus virginiana.,1.0000000000000007
567,What region does Virginia pine commonly occur in?,Virginia pine commonly occurs in the southeastern United States.,0.9859058008144639
568,Is Virginia pine a native tree?,"Yes, Virginia pine is a native tree in the United States.",0.9758301801592095
569,What type of soil does Virginia pine prefer?,Virginia pine prefers well-drained soils that are acidic to neutral.,1.0
570,What is the typical lifespan of Virginia pine?,The typical lifespan of Virginia pine is around 40 to 50 years.,0.9867346666930151
571,Does Virginia pine have any commercial value?,"Yes, Virginia pine has commercial value for lumber, pulpwood, and Christmas tree production.",1.0
572,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
573,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
574,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
575,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
576,What is decay in forestry?,Decay is the decomposition of wood substance by fungi.,0.9322074642682778
577,What is incipient decay?,Incipient decay is the early stage of decay that has not preceded far enough to soften or otherwise impair the wood.,1.0
578,What does 'green' refer to in forestry?,'Green' refers to freshly cut lumber or lumber that has received no intentional drying.,0.8775634474065832
579,What is heartwood?,"Heartwood is the wood extending from the pith (or center) to the sapwood, no longer participating in the tree's life processes.",0.8718443841482728
580,What is honeycomb in wood?,"Honeycomb is a cellular separation that occurs in the interior of a piece of wood, usually along the wood rays.",0.8699473879218707
581,What is air-dried seasoning?,"Air-dried seasoning refers to drying lumber by exposure to air, usually in a yard, without artificial heat.",0.8360176725536196
582,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
583,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
584,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
585,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
586,What is the shade tolerance of Virginia pine?,Virginia pine is intolerant of shade.,0.982906626715134
587,What is the growth rate of Virginia pine?,Virginia pine has a moderate growth rate.,1.0
588,Is Virginia pine a hard pine?,"Yes, Virginia pine is a hard pine.",0.9519811676826546
589,What is the average height range of Virginia pine?,The average height range of Virginia pine is 40 to 60 feet.,0.9992860360227611
590,What is the average diameter of a mature Virginia pine?,The average diameter of a mature Virginia pine is 1 to 1.5 feet.,0.9904501737741241
591,What is the primary use of Virginia pine in southern states?,The primary use of Virginia pine in southern states is for Christmas trees.,0.9832546502781018
592,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
593,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
594,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
595,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
596,Where can Virginia pine be found?,Virginia pine grows naturally in the southeastern United States.,0.9797233340051259
597,What is the scientific name of Virginia pine?,The scientific name of Virginia pine is Pinus virginiana.,1.0000000000000007
598,What is special about the bark of Virginia pine?,The bark of Virginia pine is orange-brown and scaly.,0.9161873338848935
599,How does Virginia pine reproduce?,Virginia pine reproduces through the dispersal of seeds.,1.0
600,What is the lifespan of Virginia pine?,Virginia pine has a lifespan of approximately 90 to 140 years.,0.9999981234622781
601,Is Virginia pine a timber tree?,"Yes, Virginia pine is commonly used for lumber and pulpwood.",0.9513551904102231
602,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
603,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
604,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
605,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
606,What type of shade tolerance does Virginia pine have?,Virginia pine is intolerant of shade.,0.982906626715134
607,Is Virginia pine a fast-growing tree?,Virginia pine has a moderate growth rate.,0.9900099594673013
608,What is the wood hardness of Virginia pine?,Virginia pine is a hard pine.,0.9446340128976886
609,What is the average height range for Virginia pine?,Virginia pine typically grows between 40 to 60 feet.,0.9992860360227611
610,What is the average diameter of a fully grown Virginia pine?,The average diameter of a fully grown Virginia pine is 1 to 1.5 feet.,0.9868083358226067
611,What is a common use for Virginia pine in the southern states?,Virginia pine is commonly used for Christmas trees in the southern states.,0.9989805365899509
612,"What are the width requirements for the F1F, SELECTS, NO. 1 COMMON, NO. 2A COMMON grades of the forestry product?",The width requirements for these grades are 4 inches and wider. Pieces that are 4 inches and 5 inches wide must be clear.,0.9072128283999611
613,What is the definition of straight-grained for the Piano Action Hard Maple grade?,The grain is considered straight-grained when it does not diverge more than 1 mm in twelve inches of length in relation to the edge of the board in the required cutting area.,0.8833104424627437
614,What features are not allowed on either face of the required cuttings for the FAS grade?,"Newly grain, cross grain, curly grain, birds-eye, mineral streaks and spots, and season checks are not allowed.",0.902299005836155
615,What is the width requirement for the FAS grade?,The width requirement for the FAS grade is 4 inches and over. Pieces that are 4 inches and 5 inches wide must be clear.,0.9725448089876336
616,What is the definition of sound cutting for the NO. 3A COMMON grade of basswood?,Curtings must be sound as defined in 'Sound Cutting'.,0.9261956317417167
617,What are the special requirements for the NO. 3A COMMON grade of basswood?,There are no special requirements for the NO. 3A COMMON grade of basswood.,0.9562141902510922
618,What are the requirements for the NO. 2B COMMON grade of basswood?,The requirements for the NO. 2B COMMON grade of basswood are standard.,0.9562141902510922
619,What is the definition of brown green for the Rimand grade of basswood?,"Blank or brown green is admitted in the cartilage in Na. 2A Common and Britt first woman cracking in aggregate area 1/12 the sand area of the required cuttings, which will reduce the grade to only a place over.",0.8502233637995213
620,What is the grading standard for the F4S grade?,"In F4S, any livoritain exceedage on the britt face will reduce the grade to 1 Column.",0.8761864718797509
621,"What is the liability assumption for the National Hardhead Lanster Association in regards to sinked-eye, mineral streak, spark, and season checks?",The Association will not assume liability for these features.,0.8177434912440084
622,What are some characteristics of Soft Maple?,"Soft Maple has grades such as FAS, FIF, SELECTS, NO. 1 COMMON, NO. 2A COMMON, NO. 2B COMMON, and NO. 3B COMMON. It also requires sound cuttings.",0.8797661065758295
623,What are some characteristics of Basswood Key Stock?,"Basswood Key Stock has grades such as FAS, FIF, SELECTS, and NO. 1 COMMON. It requires the face side of each cutting to be all approach with the reverse side not less than 90% approach. It should also be free of spots, sneaks, and curly or cross grain.",0.8727423527605758
624,What is the meaning of FAS in Basswood Key Stock grading?,"FAS stands for First And Second quality, which is a high grade in Basswood Key Stock grading.",0.8727423527605758
625,What is the meaning of FIF in Soft Maple grading?,"FIF stands for First And Second Face, which is a high grade in Soft Maple grading.",0.8692124748551573
626,What is the meaning of SELECTS in Soft Elm grading?,SELECTS is a grade in Soft Elm that indicates high quality wood.,0.8869772729879094
627,What is the meaning of NO. 1 COMMON in Soft Elm grading?,NO. 1 COMMON is a grade in Soft Elm that indicates relatively low quality wood.,0.9469434915795298
628,What is the meaning of NO. 2A COMMON in Soft Maple grading?,NO. 2A COMMON is a grade in Soft Maple that indicates relatively low quality wood.,0.9859091148169425
629,What is the meaning of NO. 2B COMMON in Soft Maple grading?,NO. 2B COMMON is a grade in Soft Maple that indicates relatively low quality wood.,0.9859091148169425
630,What is the meaning of NO. 3A COMMON in Soft Elm grading?,"NO. 3A COMMON is a grade in Soft Elm that indicates low quality wood, with exceptions for sound cuttings.",0.9469434915795298
631,What is the meaning of NO. 3B COMMON in Soft Maple grading?,NO. 3B COMMON is a grade in Soft Maple that indicates low quality wood.,0.9607438973417505
632,What are the characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999993
633,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
634,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
635,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
636,What are the lengths of the wood pieces?,The lengths are 6' and longer.,0.9151190120367126
637,"What is the width of the sapwood admitted on the bearer face for pieces 4"" wide?","The sapwood admitted on the bearer face for pieces 4"" wide does not exceed one-sixth the width of the piece in aggregate.",0.8873829326278447
638,How many clear-face coatings should No. 1 Common meet?,"No. 1 Common should yield 66-2/3% clear-face coatings, except for 1"" sm that must yield 12 curing units.",0.8898852517159218
639,What is the sapwood requirement for No. 2A Common?,No. 2A Common may be all sapwood on the sapwood side of the board.,0.9156424863085633
640,What is the grade requirement for No. 2B Common regarding coatings?,Coatings for No. 2B Common shall be sound as defined in Sound Counting.,0.929460756840655
641,What is considered a standard defect for FAS Walnut?,"One knot or hole with a diameter of 1-1/4"" is a standard defect.",0.9321427905516663
642,What are the characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999993
643,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
644,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
645,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
646,How many pin worm holes or their equivalent equal one defect?,Four pin worm holes or their equivalent equals one defect.,0.9645332445961586
647,How many spot worm holes or their equivalent equal one defect?,Three spot worm holes or their equivalent equals one defect.,0.9645332445961586
648,"How many knots or other defects, the diameter of which when added together do not exceed 1-1/4"" equal one defect?","Two knots or other defects, the diameter of which when added together do not exceed 1-1/4"" equals one defect.",0.8879725807345922
649,How many standard defects can be admitted to the piece?,Not more than two standard defects of the above types can be admitted to the piece.,0.9107689849184003
650,What is considered one standard defect?,"Each additional pin worm hole, spot worm hole, knot or link 5/3"" or link shall be considered as one additional standard defect.",0.9551105572260294
651,What is considered one standard defect for soft defects?,"Each soft exceeding 2-1/2"" in length in the aggregate shall be considered one standard defect.",0.9551105572260294
652,What does NO. 8A COMMON refer to?,NO. 8A COMMON refers to the standard with curtains that need to be sound.,0.9315880247507737
653,What is produced from the Sumit Gum tree?,Sap Gum is another product produced from the Sumit Gum tree.,0.8527497546249707
654,What are the grading rules regarding invasion Gum arguments?,The grading rules regarding invasion Gum arguments are not specified.,0.8503769421446384
655,"What types of gum are included in Quartered Sap Gum, Quartered Black Gum & Quartered Tupelo?","Quartered Sap Gum, Quartered Black Gum & Quartered Tupelo include different types of gum.",0.8537959475566881
656,What is the grading requirement for FAS in terms of width?,"For FAS, pieces 5"" and wider are required.",0.9725448089876336
657,"What is the grading requirement for F1F, SELECTS, NO. 1 COMMON, NO. 2A COMMON?","No figure is required for F1F, SELECTS, NO. 1 COMMON, NO. 2A COMMON.",0.9527695320056349
658,What is the requirement for a piece to have a Ribbon Stripe figure?,A piece selected for a Ribbon Stripe figure should show 90% of such figure on one face.,0.8522698382318683
659,What is Red Gum?,Red Gum is lumber produced from the Sweet Gum tree containing heatwood.,0.8850686499840443
660,What is admitted in the sapwood in all grades of Red Gum?,Claims are admitted in the sapwood in all grades of Red Gum.,0.9193620738102859
661,What is the grading requirement for SELECTS in terms of sapwood?,"Pieces 4"" and 5"" wide and pieces 6"" and 7' long of SELECTS should be free of sapwood on one face.",0.9269969880138399
662,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
663,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
664,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
665,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
666,What is the scientific name of Virginia pine?,The scientific name of Virginia pine is Pinus virginiana.,1.0000000000000007
667,What is the native range of Virginia pine?,Virginia pine is native to the southeastern United States.,0.9724294051772695
668,Does Virginia pine have any commercial value?,"Yes, Virginia pine has commercial value for timber production.",1.0
669,What is the average lifespan of Virginia pine?,The average lifespan of Virginia pine is around 60 to 90 years.,0.9999999999999992
670,What are the primary threats to Virginia pine?,"The primary threats to Virginia pine include fire, insects, and diseases.",0.9114234109100066
671,What are some common uses for Virginia pine wood?,"Virginia pine wood is commonly used for construction, furniture, and pulpwood.",0.9991834395116772
672,What is the moisture content of kiln dried lumber that is 5/4 and under?,The moisture content of kiln dried lumber that is 5/4 and under is 11% to 15%.,0.9627215332716624
673,What is the moisture content of kiln dried lumber that is 6/4 and over?,The moisture content of kiln dried lumber that is 6/4 and over is 13% to 18%.,0.9627215332716624
674,What is the maximum moisture content for air dried lumber?,The maximum moisture content for air dried lumber is 18%.,0.9783558877723746
675,What are some standard thicknesses for rough lumber?,"Some standard thicknesses for rough lumber are: 1"", 1-1/4"", 1-1/2"", 1-3/4"", 2"", 2-1/2"", 3"", 3-1/2"", 4"", 4-1/2"", 5"", 5-1/2"", and 6"".",0.996069237097365
676,How can thickness also be expressed for rough lumber?,"Thickness can also be expressed in quarter inches, such as: 4/4, 5/4, 6/4, 7/4, 8/4, 10/4, 12/4, 14/4, 16/4, 18/4, 20/4, 22/4, and 2/4/4.",0.9348113981273941
677,What should be the thickness of rough saw lumber compared to the nominal thickness?,"The thickness of rough saw lumber should be 1/16"" to 1/8"" over the nominal thickness.",0.9161404142769474
678,How is lumber measured for thickness if it has greater variation than specified?,Lumber with greater variation in thickness is measured at the thinnest point and closed as miscut.,0.9340828932974179
679,What is the method for counting pieces measured with a board rule?,"Pieces measured with a board rule are alternately counted as of the near higher and lower foot count fractions, dropping fractions below the half foot and counting fractions above the half foot.",0.8850462509245193
680,What sizes are recommended for stock widths of fresh warm lumber?,"Recommended stock widths for fresh warm lumber are 1/4"" to 1/2"" over the nominal width.",0.914815821576265
681,"What is the maximum amount of scant allowed for nominal width in dry, two-edged pieces?","In dry, two-edged pieces less than 8"" wide, a scant of 1/2"" is allowed for the nominal width. For pieces 8"" and wider, a scant of 3/4"" is allowed.",0.8793964763348654
682,What is the purpose of the National Hardwood Lumber Association Sales Code?,The purpose of the National Hardwood Lumber Association Sales Code is to express principles common to the hardwood lumber trade.,0.9999999999999988
683,Who can subscribe to the National Hardwood Lumber Association Sales Code?,"Corporations, firms, and individuals engaged in the production, distribution, or consumption of hardwood lumber can subscribe to the National Hardwood Lumber Association Sales Code.",0.9376564827864546
684,How can the National Hardwood Lumber Association Sales Code be binding?,The National Hardwood Lumber Association Sales Code can be binding between buyers and sellers of lumber through contractual agreement.,0.9681089018879518
685,What are the two classes of quotations?,The two classes of quotations are general and special.,0.8618531907064602
686,What are general quotations subject to?,General quotations are subject to prior sale and immediate acceptance.,0.8618531907064602
687,How long are special quotations valid for?,Special quotations made at the request of the buyer are valid for a specific period by mutual agreement.,0.853509495634483
688,What does the term 'order' refer to?,The term 'order' refers to a contract of sale and purchase between a seller and a buyer.,0.8478150378852761
689,What should be included in all orders?,"All orders should be in writing and should specifically include details such as kind, variety, quantity, dimensions, grade, manufacture, age, inspection, point of delivery, time of shipment, price, and terms of payment.",0.8521650379449142
690,When does an order become binding on the seller?,An order taken by a salesman becomes binding on the seller either when it has been accepted in writing by competent authority or when delivery under the order has begun.,0.8908764067157277
691,Can an order be canceled by the buyer?,"In the absence of written acceptance or delivery, an order is subject to cancellation by the buyer.",0.9580594287858741
692,What is the purpose of the Inspection Department of the National Hardwood Lumber Association?,The purpose of the Inspection Department is to inspect and measure shipments of lumber.,0.9745586536447668
693,What should the buyer do if there is a difference between the seller's invoice and the buyer's measurement and inspection?,"The buyer should hold the shipment intact, report the difference to the seller, and provide a piece tally.",0.8825819330831818
694,Who can be called to inspect lumber under dispute?,An authorized National Inspector of the National Hardwood Lumber Association can be called.,0.9128505293625514
695,What is an 'Original Inspection'?,An Original Inspection is an inspection performed under the Original Inspection Regulation and the Re-inspection Regulations.,0.9385747228800708
696,When is an Original Inspection binding on the parties?,An Original Inspection is binding on the parties when the buyer and seller agree in writing.,0.9129763279118237
697,What is a 'dispute inspection'?,A dispute inspection is an inspection performed by the National Inspector according to the Standard Inspection and General Instructions.,0.8839828564919249
698,Does the Financial Guarantee of the Association apply to a dispute inspection?,"No, the Financial Guarantee does not apply to a dispute inspection.",0.9138501794119214
699,What happens if less than 30% of the lumber in the shipment meets the order's specifications?,"The seller must reimburse the buyer for freight, and the shipment is held for the shipper's disposition.",0.8771774846047664
700,Who is responsible for paying the expenses of the dispute inspection?,The shipper is responsible for paying all expenses of the inspection and labor charges.,0.8952254339340289
701,What is the rate for labor charges in a dispute inspection?,"The labor charges are either the actual cost or $15.00 per M feet, whichever is less.",0.8821373386438479
702,What does NO. 3A COMMON refer to?,NO. 3A COMMON refers to a standard grading for lumber that requires cuttings to be sound.,0.9315880247507737
703,What are the characteristics of NO. 3B COMMON?,The characteristics of NO. 3B COMMON are standard but it does not have the requirement for cuttings to be sound.,0.9161801318682244
704,What is Aromatic Red Cedar?,Aromatic Red Cedar is a type of wood species.,0.9255503250320707
705,What is the grading system for Aromatic Red Cedar?,The grading system for Aromatic Red Cedar includes NO. 1 COMMON & BETTER and NO. 2A COMMON.,0.9255503250320707
706,What is admitted in NO. 1 COMMON & BETTER grade?,"NO. 1 COMMON & BETTER grade admits sound knots, white streaks, and firm, tight cuttings.",0.9108641419683748
707,What is the maximum amount of heartwood allowed in a cutting for NO. 1 COMMON & BETTER grade?,The maximum amount of heartwood allowed in a cutting for NO. 1 COMMON & BETTER grade is one-sixth of the total cutting.,0.9053649322227634
708,What is required for the widths of NO. 1 COMMON & BETTER grade?,"The widths of NO. 1 COMMON & BETTER grade must be 3 inches and wider, with 25% of the width being 3 inches.",0.9608818123213583
709,What are the length requirements for NO. 1 COMMON & BETTER grade?,The length requirements for NO. 1 COMMON & BETTER grade are 3 feet and longer.,0.9681894931209707
710,What is allowed on the reverse side of NO. 1 COMMON & BETTER grade?,Unlimited sapwood is admitted on the reverse side of NO. 1 COMMON & BETTER grade.,0.8994797163724528
711,What is required for the widths of NO. 2A COMMON grade?,"The widths of NO. 2A COMMON grade must be 2 inches and wider, with 35% of the width being 2 inches.",0.9608818123213583
712,What are the common shorts for widths in Clear and No. 1 Carmen Strips?,"The common shorts for widths in Clear and No. 1 Carmen Strips are 2"", 2-1/2"", 3"", 3-1/2"", 4"", 4-1/2"", 5"", and 5-1/2"".",0.8813046268329479
713,What is the minimum length requirement for Strips?,The minimum length requirement for Strips is 6'.,0.9131005976544924
714,What is the maximum length allowed for fractions over one-half foot in Strips?,There is no limit for fractions over one-half foot in length in Strips.,0.9016935803652486
715,What is the width tolerance for shipping dry strips?,"Strips may be 1/8"" scant in width when shipping dry.",0.9283727758739024
716,How should tapering pieces be measured in Clear Strips?,"In Clear Strips, tapering pieces shall be measured at the narrow end.",0.9669301094757494
717,What is the allowed amount of sapwood in all grades?,Sapwood is admitted without limit in all grades.,0.9231521566152421
718,What are the length requirements for Clear grade?,The length requirements for Clear grade are 6' and longer.,0.9360932163862687
719,What are the length requirements for No. 1 Common grade?,The length requirements for No. 1 Common grade are 6' and longer.,0.9681894931209707
720,"What is the minimum width for pieces in No. 1 Common grade that are 2"" and 2-1/2"" wide?","No cutting shall be less than 2' long nor less than 2"" wide in pieces 2"" and 2-1/2"" wide.",0.9522692811269561
721,"What is the minimum width for pieces in No. 1 Common grade that are 3"" and wider?","No cutting shall be less than 3"" wide in pieces 3"" and wider in No. 1 Common grade.",0.9522692811269561
722,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
723,How tall does Virginia pine grow?,Virginia pine grows to a height of 40 to 60 feet.,0.9999999999999992
724,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
725,What is Virginia pine often grown for in the southern states?,Virginia pine is often grown for Christmas trees.,1.0
726,What are the specified dimensions for Select Dimension - Select Car Stock?,"Select Dimension - Select Car Stock shall be saw full to specified stores and lengths, with square edges.",0.9019668721833488
727,What types of imperfections are admitted in Select Dimension - Select Car Stock?,"Select Dimension - Select Car Stock will admit scain, ordinary season checks, bird pecks, pin worm holes, spot and shot worm holes.",0.9019668721833488
728,What size of sound knees is admitted in Select Dimension - Select Car Stock?,"Sound knees which do not exceed in average diameter one-half the width of the surface on which they appear are admitted, provided they are not less than 6' apart.",0.9156911116339335
729,What are the guidelines for admitting sound knots in Select Dimension - Select Car Stock?,"Sound knots from one-sixth up to bar not including one-half the width of the surface are admitted, provided they are not less than 12"" apart; sound knots smaller than one-sixth of the width of the surface on which they appear, may be admitted without restriction.",0.9405023989265473
730,"What are the restrictions for admitting loose knots, unsound knots, or holes in Select Dimension - Select Car Stock?","Loose knots, unsound knots or holes may be admitted provided they are not less than 6' apart and provided they do not exceed 1/2"" in pieces less than 6"" thick; 3/4"" in pieces 6"" to 10"" thick and 1-1/4"" in pieces 11"" and thicker.",0.9405023989265473
731,What is the allowance for wane in Select Dimension - Select Car Stock?,"In boxed hears, wane not exceeding one-fourth of the width of the surface on which it appears will be admitted on one corner or this amount may be divided and show on two or more corners.",0.893632229602324
732,What is the purpose of an Original Inspection in the forestry industry?,An Original Inspection is used to assess the quality and specifications of lumber.,0.9468742055281947
733,What are the potential consequences for a member who applies for an Original Inspection on lumber they haven't bought or sold?,The member may be subject to suspension or expulsion from the Association.,0.885904871947128
734,What action can the Association take if a member refuses to recognize an Original Inspection after agreeing to be governed by it?,"The Association can suspend service to the member, as specified in the By Laws.",0.868262339097355
735,When can an Original Inspection be considered repudiated?,An Original Inspection can be considered repudiated if the buyer fails to settle in full for the shipment without applying for a re-inspection.,0.9077232368481756
736,What are the requirements for repudiation of an Original Inspection made at destination?,"For repudiation to occur, the buyer must fail to settle in full for the portion of the shipment that meets the specifications of the order, which must amount to at least 30% of the total footage of the shipment.",0.9077232368481756
737,What options are available for lumber not up to the specifications in an Original Inspection?,The lumber may be held for the seller's disposition or accepted with any agreed-upon adjustment between the buyer and seller.,0.885904871947128
738,What should the buyer do when an Original Inspection is conducted at destination by agreement?,The buyer should protect the seller's right to re-inspection by preserving the official NHLA seal from each bundle of lumber and giving the seller an opportunity to order re-inspection before using any part of the shipment.,0.9013942390653634
